key,pressTime,releaseTime
7,1612699165910,1612699165981
3,1612699166249,1612699166396
8,1612699167626,1612699167697
1,1612699168222,1612699168317
9,1612699168880,1612699168971
6,1612699169149,1612699169246
7,1612699172809,1612699172934
3,1612699173154,1612699173271
8,1612699173639,1612699173746
1,1612699174118,1612699174209
9,1612699174589,1612699174738
6,1612699174932,1612699175049
7,1612699176398,1612699176524
3,1612699177415,1612699177509
8,1612699177891,1612699177989
1,1612699178420,1612699178501
9,1612699178808,1612699178923
6,1612699179087,1612699179181
7,1612699180369,1612699180473
3,1612699180685,1612699180780
8,1612699181003,1612699181114
1,1612699181445,1612699181535
9,1612699181851,1612699181984
6,1612699182192,1612699182306
7,1612699185059,1612699185130
3,1612699185586,1612699185716
8,1612699186324,1612699186397
1,1612699187231,1612699187333
9,1612699187900,1612699188019
6,1612699188205,1612699188318
7,1612699189591,1612699189693
3,1612699190285,1612699190407
8,1612699190878,1612699190976
1,1612699191632,1612699191721
9,1612699191893,1612699192030
6,1612699192194,1612699192277
7,1612699197649,1612699197710
3,1612699197795,1612699197893
8,1612699198111,1612699198233
1,1612699198952,1612699199036
9,1612699199155,1612699199271
6,1612699199422,1612699199527
7,1612699200358,1612699200430
3,1612699200614,1612699200704
8,1612699200946,1612699201044
1,1612699201252,1612699201351
9,1612699201537,1612699201654
6,1612699201828,1612699201941
7,1612699203249,1612699203295
3,1612699203733,1612699203790
8,1612699204035,1612699204097
1,1612699204284,1612699204371
9,1612699204498,1612699204596
6,1612699204734,1612699204820
7,1612699206152,1612699206241
3,1612699206613,1612699206695
8,1612699206863,1612699206963
1,1612699207062,1612699207152
9,1612699207253,1612699207328
6,1612699207447,1612699207534
7,1612699215419,1612699215498
3,1612699216181,1612699216318
8,1612699216462,1612699216567
1,1612699217016,1612699217097
9,1612699217251,1612699217321
6,1612699217482,1612699217563
7,1612699222068,1612699222141
3,1612699222245,1612699222341
8,1612699222591,1612699222692
1,1612699223430,1612699223544
9,1612699223708,1612699223819
6,1612699223956,1612699224059
7,1612699224591,1612699224663
3,1612699224937,1612699224993
8,1612699225245,1612699225326
1,1612699225513,1612699225600
9,1612699225701,1612699225818
6,1612699225959,1612699226052
7,1612699226405,1612699226478
3,1612699226664,1612699226778
8,1612699226973,1612699227069
1,1612699227173,1612699227270
9,1612699227387,1612699227509
6,1612699227650,1612699227724
7,1612699230316,1612699230379
3,1612699230505,1612699230596
8,1612699230772,1612699230853
1,1612699230939,1612699231011
9,1612699231080,1612699231161
6,1612699231264,1612699231342
7,1612699234281,1612699234374
3,1612699234461,1612699234550
8,1612699234732,1612699234833
1,1612699234902,1612699234966
9,1612699235079,1612699235182
6,1612699235345,1612699235441
7,1612699236448,1612699236517
3,1612699237315,1612699237431
8,1612699237664,1612699237769
1,1612699238472,1612699238540
9,1612699239013,1612699239094
6,1612699239231,1612699239328
7,1612699240391,1612699240462
3,1612699241072,1612699241174
8,1612699241367,1612699241475
1,1612699241780,1612699241862
9,1612699242369,1612699242475
6,1612699242602,1612699242711
7,1612699243643,1612699243735
3,1612699244487,1612699244539
8,1612699245284,1612699245357
1,1612699245458,1612699245540
9,1612699245634,1612699245759
6,1612699245878,1612699246007
7,1612699247140,1612699247218
3,1612699247334,1612699247442
8,1612699248211,1612699248312
1,1612699248507,1612699248602
9,1612699248730,1612699248828
6,1612699248955,1612699249052
